,drink_name,category,instructions,picture,taste,ingredients1,quantity1,ingredients2,quantity2,ingredients3,quantity3,ingredients4,quantity4,ingredients5,quantity5,ingredients6,quantity6,ingredients7,quantity7,ingredients8,quantity8,ingredients9,quantity9,ingredients10,quantity10,ingredients11,quantity11,ingredients12,quantity12
638,Kiss,,"Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a martini glass. Garnish with an apple slice.",,,gin,2 oz,sweet vermouth,.75 oz,dubonnet rouge,.75 oz,luxardo maraschino liqueur,.25 oz,,,,,,,,,,,,,,,,
639,Kiss me Quick,"ordinary drink, ordinary drink",mix in the glass,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,,cranberry vodka,4 cl,apfelkorn,2 cl,schweppes russchian,7 cl,apple juice,8 cl,ice,cubes,,,,,,,,,,,,,,
640,Kiss Of Persuasion,,Pre-mix the liquors together and keep refrigerated. Serve 2 oz. neat into a small coupe glass. Float the fresh cream on top.,,,luxardo maraschino liqueur,1 oz,honey-pear liqueur,1 oz,heavy cream,.5 oz,pinch of cardamom,oz,dehydrated pear slice,oz,,,,,,,,,,,,,,
641,Kiwi Lemon,"ordinary drink, shot",Mix in highball glass. Stirr. Garnish with slice of kiwi.,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,sweet,kiwi liqueur,1 part,bitter lemon,2 parts,ice,cubes,,,,,,,,,,,,,,,,,,
642,Kiwi Papaya Smoothie,"other,unknown",Throw everything into a blender and liquify.,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,,kiwi,3,papaya,2-jan,,,,,,,,,,,,,,,,,,,,
643,Knockemdown Key,,Shake and strain into small cocktail glass.,,,english harbour rum,2 oz,briottet creme de banane,.5 oz,luxardo maraschino liqueur,.25 oz,lime juice,.5 oz,rich simple syrup,1 bsp,,,,,,,,,,,,,,
644,Kool First Aid,"shot, shot","Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,sour,151 proof rum,2 oz light,kool-aid,1/2 tsp tropical,,,,,,,,,,,,,,,,,,,,
645,Kool-Aid Shot,"shot, shot",Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,,vodka,1 shot,amaretto,1 shot,sloe gin,1 shot,triple sec,1 shot,cranberry juice,,,,,,,,,,,,,,,
646,Kool-Aid Slammer,"shot, coffee , tea","Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,sweet,kool-aid,1/2 oz grape,vodka,1/2 oz,,,,,,,,,,,,,,,,,,,,
647,Kumquat Smash,,Muddle the fruit with syrup in a mixing glass. Add ice and shake vigorously. Pour all ingredients(do not strain) in a tumbler glass. Add a float of Mango flavored Rum.,,,luxardo triplum (triple sec),1 oz,ypioca brasilizar cachaca prata classica,1 oz,luxardo sour cherry syrup (previously amarena),.5 oz,kumquats,5,mango flavored rum,1 float,,,,,,,,,,,,,,
648,Kurant Tea,"coffee , tea, ordinary drink","Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,sour,absolut kurant,4 cl,tea,turkish apple,sugar,(if needed),,,,,,,,,,,,,,,,,,
649,L'Aviation,,Place ingredients in a shaker with ice and shake hard for seven seconds. Double strain into a chilled martini glass and garnish with lemon peel.,,,no.3 london dry gin,1.5 oz,luxardo maraschino liqueur,0.5 oz,tempus fugit liqueur de violettes,0.5 oz,fresh lemon juice,.75 oz,,,,,,,,,,,,,,,,
650,L.E.S. Is More,,Combine all liquid ingredients in a highball or Collins glass with ice.. Stir lightly and garnish with a lemon twist making sure to release all the essential oils out of the twist. Also make sure to rub the entire rim of the glass with the twist before dropping it into the cocktail.,,,karlsson's gold vodka,1.5 oz,esprit de june,.75 oz,fresh lemon juice,.5 oz,simple syrup,.5 oz,,,,,,,,,,,,,,,,
651,La Batida Loca,,"Add all of the ingredients, except seeds, to a shaker with ice and shake well. Double strain onto fresh ice into a collins glass. Garnish with 1 spoon of passion fruit seeds.. . *Pilon Syrup:. Homemade 50/50 simple syrup using Pilon Sugar made from Mexican Sugar Cane.",,,ypioca brasilizar cachaca prata reserva especial,2 oz,sweetened condensed milk,1.5 oz,passion fruit (fresh or puree),1 oz,pilon syrup*,.5 oz,,,,,,,,,,,,,,,,
652,La Capilla,,"Pour ingredients in a shaker tin, add ice and shake well. . . Fine strain the drink into a double rocks glass filled with ice..  . Balance a small watermelon triangle on top of the glass. Grate fresh lime zest on top using a microplane, and then sprinkle with Maldon salt.",,,mezcal,1.5 oz,pierre ferrand curaçao,.75 oz,gordy’s cocktail pickle brine,.5 oz,watermelon juice,1 oz,fresh grapefruit juice,.5 oz,fresh lime juice,.5 oz,,,,,,,,,,,,
653,La Chiara,,Build spirits in a tall glass over clear ice. Top with 4 oz tonic and garnish with a lemon twist curled into a flower if you're feeling fancy.,,,luxardo bitter bianco,1 oz,barsol primero quebranta pisco,1 oz,fever-tree indian tonic,2 oz,luxardo maraschino liqueur,1 dash,,,,,,,,,,,,,,,,
654,La Hops Vie,,"Combine all ingredients in a shaker and shake until proper dilution. Double strain into a chilled martini or coupe glass and garnish with 2 fresh basil leaves that have been lightly ""spanked"" to release aromatics.",,,hophead vodka,2 oz,fresh lemon juice,.75 oz,fresh grapefruit juice,.75 oz,simple syrup,.5 oz,barrel aged orange bitters,gin,basil leaves,fresh,,,,,,,,,,,,
655,La La Land,,"In a mixing glass muddle mint, add all other ingredients and ice, shake, fine strain into a double old fashioned glass over fresh cracked ice. Garnish with cucumber slices and raspberries.",,,karlsson's gold vodka,1.5 oz,aperol,.5 oz,raspberry/white pepper syrup,.5 oz,fresh lemon juice,.5 oz,fresh cucumber juice,.5 oz,fresh mint,4-5 pc,s celery bitters,2 dash,,,,,,,,,,
656,La Madrugada,,Combine all ingredients in a mixing glass and add ice. Shake well and double strain and serve into a coupe.,,,barsol perfecto amor (aperitif wine),1.5 oz,lemon juice,.5 oz,luxardo amaro abano,.5 oz,luxardo maraschino liqueur,.25 oz,,,,,,,,,,,,,,,,
657,La Maracuja,,Add all ingredients to blender and blend throughly. Double strain into a glass with cracked ice garnish with a mint sprig and fresh grated nutmeg.,,,ypioca brasilizar cachaca prata reserva especial,2 oz,fresh passion fruit,1.5 oz,condense milk,1 oz,brown sugar syrup (2:1),.25 oz,,,,,,,,,,,,,,,,
658,La Nueva Moda (The New Fashion),,"In rocks glass, make an emulsion by using a glass muddler (wood muddlers absorb the ingredients too much). Place sugar cubes in glass. Add mezcal onto the cubes. Add bitters, onto cubes. Add drops of agave nectar, onto cubes. Add Luxardo, onto cubes. Muddle well to make a ""syrup"" paying attention the blending of all ingredients. . Take the long orange peel and twist all the essential oils into glass. Leave peel in glass. . Place Gläce Luxury Ice G-Cubed in glass. Rotate Gläce G-Cubed so that it becomes coated and chills the ""syrup"" swirl around the inside of glass. Pour the Anejo Tequila over Gläce G-Cubed. Stir with glass swizzle. Garnish with 3 Luxardo Cherries, speared.. ",,,chinaco anejo tequila,2 oz,mezcal,.25 oz,luxardo maraschino liqueur,.25 oz,agave nectar,2 drops,fee brothers aztec chocolate bitters,3 dash,bes sugar,2 c,,,,,,,,,,,,
659,La Perle de Verre,,"Combine all liquids with exception of sodas, sir together. Strain into collins glass with singular large cube. Top with sodas. Garnish with sliver of poached pear from syrup (kept chilled).. . *Rose Poached Pear Syrup:. -- 1.5 C Rose (La Vielle Ferme or similar). -- 1.5 C Water . -- 2 C Sugar. -- 1 Large Lemon. -- 1 Half Orange. -- 1 tsp Ground Ginger (not fresh). -- 1 tsp Vanilla. -- 3-5 Whole Cloves. . Combine Rose (La Vielle Ferme or similar), water, and sugar. Bring to a simmer. Add zest of lemon and an orange, ground ginger, vanilla, and cloves. Peel and halve pears, set gently into liquid. Keep just under a simmer for 15 mins. Remove from heat, let cool at least 20 mins. Pears will keep for 3 days refrigerated in syrup. The syrup itself will last longer.",,,luxardo bitter bianco,1 oz,citadelle gin,1 oz,orange bitters,2 dash,rose poached pear syrup*,.25 oz,topo chico mineral water,1 oz,fever-tree sparkling lemon,1 oz,,,,,,,,,,,,
660,Lady Love Fizz,"ordinary drink, cocktail","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,sour,gin,2 oz,light cream,2 tsp,powdered sugar,1 tsp,lemon,juice of 1/2,egg white,1,carbonated water,,,,,,,,,,,,,
661,Land of Valencia,,"Spray vessel with absinthe as a rinse. Build cocktail in a stirring glass. Stir cocktail. Place a large format cube in the vessel. Pour cocktail over large format cube. . . To garnish, peel a blood orange skin and express the oils over the cocktail. Grab mint sprigs and slap over the top of hand to express oils, wrap the peel at the base of the mint sprigs, tie off with twine and set on top of large format cube.. . *Clarified Coconut Sugar Blood Orange Cordial:. -- Blood Oranges. -- Agar Agar. -- Coconut Sugar. . Juice blood oranges. Bring 1/4 of juice to a boil with agar agar. Pour cooked juice into the remaining 3/4 juice. Freeze the juice. Pull the block from the freezer and let drip through cheese cloth and perforated pan creating the clarified juice. Bring the juice together with a rich (2:1) coconut sugar creating a coconut sugar blood orange cordial.",,,luxardo bitter bianco,.75 oz,bols genever,1.5 oz,clarified coconut sugar blood orange cordial*,.5 oz,copper & kings absinthe,1 dash,,,,,,,,,,,,,,,,
662,Lassi - A South Indian Drink,"other,unknown","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,,yoghurt,1/2 cup plain,water,1 1/4 cup cold,cumin seed,1/2 tsp ground roasted,salt,1/4 tsp,mint,1/4 tsp dried,,,,,,,,,,,,,,
663,Lassi - Mango,"other,unknown",Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,,mango,2,yoghurt,2 cups,sugar,1/2 cup,water,1 cup iced,,,,,,,,,,,,,,,,
664,Lassi - Sweet,"other,unknown",Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,,yoghurt,1 cup,water,2 cups cold,sugar,4 tblsp,salt,pinch,lemon juice,2 tblsp,,,,,,,,,,,,,,
665,Lassi Khara,"other,unknown",Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,,yoghurt,1 cup,water,2 cups cold,salt,1 tsp,asafoetida,1 pinch,,,,,,,,,,,,,,,,
666,Lassi Raita,"other,unknown","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,,yoghurt,2 cups,ice,6-apr,sugar,,lime,,salt,,,,,,,,,,,,,,,
667,Last Samurai,,Shake. Serve up. Garnish with lime wheel.,,,vodka,1 oz,gin,1 oz,luxardo maraschino liqueur,1 oz,cointreau,.5 oz,,,,,,,,,,,,,,,,
668,Last Word,,Shake all ingredients with ice then strain into a chilled cocktail glass.,,fresh,luxardo maraschino liqueur,.75 oz,junipero gin,.75 oz,green chartreuse,.75 oz,fresh lime juice,.75 oz,,,,,,,,,,,,,,,,
669,Le Femme Nikita,,Build in rocks glass. Use cylinder ice cube.,,,nikka whisky taketsuru pure malt 12 yo,2 oz,rich cane syrup,.25 oz,bittermens xocolatl mole bitters,2 dash,cinnamon bitters,2 dash,,,,,,,,,,,,,,,,
670,Le Sang et Sable,,Add all ingredients to a shaker and fill with ice. Shake vigorously and strain into chilled stemmed cordial glass. Garnish with cocktail cherry and lemon twist.,,,h by hine,1.5 oz,dubonnet rouge,.5 oz,cherry herring,.5 oz,blood orange juice,.375 oz,lemon juice,.375 oz,,,,,,,,,,,,,,
671,Lemon Drop,"cocktail, shot",Shake and strain into a chilled cocktail glass rimmed with sugar.,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,sweet,absolut vodka,1 1/2 shot,cointreau,1 1/2 shot,lemon,juice of 1 wedge,,,,,,,,,,,,,,,,,,
672,Lemon Shot,"shot, beer","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,,galliano,1/2 oz,absolut citron,1/2 oz,lemon,wedge,sugar,bacardi,151 proof rum,,,,,,,,,,,,,,,
673,Lemouroudji,"other,unknown","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,,ginger,2 pieces,water,1 gal,lemon,1 lb,sugar,1 cup,cayenne pepper,ground,,,,,,,,,,,,,,
674,Limeade,"other,unknown","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,,lime,juice of 1,sugar,1 tblsp,soda water,(seltzer water),lime peel,,,,,,,,,,,,,,,,,
675,Limona Corona,"beer, ordinary drink","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,,corona,1 bottle,bacardi limon,1 oz,,,,,,,,,,,,,,,,,,,,
676,Little Ground Tapper,,Build in an old fashioned glass over ice. Garnish with orange peel.,,,h by hine,2 oz,small hand foods pineapple gum syrup,.25 oz,luxardo maraschino liqueur,1 bsp,angostura bitters,2 dash,,,,,,,,,,,,,,,,
677,Local Edition Punch,,Combine all ingredients in a punch bowl. Mix well.,,,h by hine,12 bottle,t liqueur,4 bottles luxardo apric,king's ginger liqueur,1 bottle,luxardo aperitivo,1 bottle,,4 bottles lemon juic,,,,,,,,,,,,,,
678,Loch Lomond,"ordinary drink, ordinary drink","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,,scotch,2 oz,drambuie,1/2 oz,dry vermouth,1/2 oz,lemon peel,1 twist of,,,,,,,,,,,,,,,,
679,London Town,"ordinary drink, ordinary drink","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,,gin,1 1/2 oz,maraschino liqueur,1/2 oz,orange bitters,2 dashes,,,,,,,,,,,,,,,,,,
680,Lone Tree Cocktail,"ordinary drink, ordinary drink","Stir ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,,sweet vermouth,3/4 oz,gin,1 1/2 oz,,,,,,,,,,,,,,,,,,,,
681,Lone Tree Cooler,"ordinary drink, ordinary drink","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,,carbonated water,,gin,,dry vermouth,,powdered sugar,,orange spiral,,lemon peel,,,,,,,,,,,,,
682,Lonesome George,,Stir with Ice and strain into a small wine glass.,,,apricot-infused h by hine,1.25 oz,napoleon amontillado,1 oz,mandarine napoléon,.25 oz,lazzaroni amaro,.5 oz,,,,,,,,,,,,,,,,
683,Long Division,,Shake. Serve up. Top with sparkling rose. Garnish with lime peel.,,,tequila,1.5 oz,luxardo maraschino liqueur,1 oz,aperol,.5 oz,lime juice,.25 oz,,,,,,,,,,,,,,,,
684,Long Island Iced Tea,"ordinary drink, ordinary drink",Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,,vodka,1/2 oz,tequila,1/2 oz,light rum,1/2 oz,gin,1/2 oz,coca-cola,1 dash,lemon peel,twist of,,,,,,,,,,,,
685,Long Island Limoncello Martini,,Served up and finished with a lemon wheel.,,,hangar 1 buddha's hand citron vodka,1 oz,luxardo limoncello,1 oz,fresh lemon juice,.75 oz,monin cane syrup,.25 oz,,,,,,,,,,,,,,,,
686,Long Island Tea,"ordinary drink, ordinary drink",Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,bitter,vodka,1/2 oz,light rum,1/2 oz,gin,1/2 oz,tequila,1/2 oz,lemon,juice of 1/2,coca-cola,1 splash,,,,,,,,,,,,
687,Long vodka,"ordinary drink, ordinary drink","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,,vodka,5 cl,lime,2-jan,angostura bitters,4 dashes,tonic water,1 dl schweppes,ice,4,,,,,,,,,,,,,,
688,Lord And Lady,"ordinary drink, beer",Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,,dark rum,1 1/2 oz,tia maria,1/2 oz,,,,,,,,,,,,,,,,,,,,
